User_Id,content,created_at
380,Apa saja kelebihan dari seseorang yang memiliki kecenderungan otak kanan dalam kecerdasannya ?,20:48.0
380,Bagaimana menjadi seseorang yang berjiwa pemimpin yang baik?,21:34.0
380,Bagaimana cara seseorang mendapatkan perhatian namun tetap elegan?,22:23.0
380,"Bagaimana menyetarakan SQ, IQ dan EQ ?",37:03.0
394,Pada saat kecil kalian lebih suka ultraman atau power ranger?,01:44.0
380,Pelajaran apa yang sangat kalian sukai dan apa alasannya?,04:29.0
481,Aplikasi apa aja yang punya banyak fitur untuk mengedit foto?,08:14.0
481,Makanan apa saja yang dapat meningkatkan risiko obesitas?,15:53.0
388,Lebih suka makanan yang manis atau gurih?,59:23.0
394,Apa yang dimaksud dengan amndemen?,45:12.0
388,Lebih suka teh atau kopi?,45:30.0
394,"Apa yang kamu lakukan saat kamu dituduh melakukan kesalahan padahal kamu tidak melakukannya, apalagi saat kita memberi penjelasan mereka tidak percaya?",16:01.0
394,Bagaimana cara kalian memantapkan pilihan hati?,17:50.0
394,Menurut kalian (para cewek khususnya) baju/gaun apa yang akan menjadi tren di lebaran kali ini?,19:07.0
388,Apa arti dari sosialita?,33:34.0
604,Apa yang anda lakukan untuk mengurangi rasa malu?,03:14.0
604,Apa yang anda lakukan untuk mengurangi rasa malu?,08:16.0
388,Apa yang kamu lakukan saat penat melanda?,29:12.0
592,Apa yang kamu lakukan saat kamu merasa di satu moment atau posisi paling down?,50:40.0
592,Lagu apa yang dapat mengekspresikan perasaanmu saat ini?,16:15.0
388,Jus apa yang kalian sukai untuk diminum pada siang hari?,38:09.0
388,Kenapa kalau semut bertemu temannya seolah-olah seperti berjabat tangan?,16:23.0
588,Ketika pikiran kalian lagi penuh dan lagi nggak pengen ngapain-ngapain. Apa yang biasanya kalian lakukan untuk mencoba meredakannya?,35:36.0
588,Apa yang biasanya melatarbelakangi seseorang untuk dapat menyesuaikan dirinya pada keadaan yang tidak dia inginkan?,36:59.0
588,"Rekomendasi buku tentang perbankan syaariah, menurut versi kalian?",38:45.0
588,"Menurut kalian, mempelajari filsafat itu seperti apa?",42:26.0
588,Apakah kamu pecinta kucing? Jenis kucing apa yang selama ini kamu inginkan?,09:58.0
388,Lebih suka telur dadar atau telur ceplok?,40:51.0
394,Apa fungsi ginjal?,46:47.0
394,Mengapa ular ganti kulit?,01:49.0
384,Apa tujuan Cinta mendatangkan Rindu ?,06:10.0
604,"siapa filsuf muslim yang mendapatkan gelar ""bapak filsafat ke-2?",32:23.0
604,"Siapa tokoh filsafat yunani yang mendapatkan gelar bapak filsafat pertama?
Plato atau Aristoteles?",45:55.0
380,Apa saja buku yang ditulis oleh Ahmad Rifa'i Rif'an?,59:51.0
380,Apa saja pekerjaan yang cocok untuk sarjana ilmu tafsir al-Qur'an?,00:32.0
604,Siapa itu Syekh Abdul Qadir Jailani?,07:39.0
350,"Selain faktor ekonomi, faktor apa yang menyebabkan seseorang melakukan kejahatan penculikan anak?",47:27.0
350,Bagaimana cara menghilangkan rasa dendam?,48:29.0
350,"Selain makan mie, saat hujan kalian suka mengkonsumsi makanan/ minuman apa?",49:14.0
350,Bedanya taaruf dan pacaran itu apa?,50:07.0
350,Resiko apa yang akan terjadi jika kita jarang/tidak pernah sarapan?,51:15.0
350,Tips and trick untuk jadi sukses menurut kalian seperti apa?,52:15.0
455,Apa nama musik DJ terbaru 2020?,59:38.0
455,Apa benar nonton film comedy akan menjadi otak kita fres?,02:19.0
455,Pembuat lagu berjudul hindia-secukupnya?,03:56.0
388,Apa yang dimaksud dengan kebudayaan?,05:14.0
455,Lagu yang berjudul budidoremi-tolong diciptakan tahun?,05:37.0
388,Apa fungsi lapisan ozon?,12:22.0
455,Tidur lebih dari 8 jam akan mengakibatkan mimpi buruk?,14:06.0
430,Gimana sih cara biar bisa jadi wartawan?,22:47.0
388,Apa yang dimaksud dengan pemuda sebagai agen of change?,40:58.0
481,Apa yang menyebabkan perut menjadi kembung?,52:20.0
481,Bagaimana cara menghindari perut kembung?,54:56.0
388,Apa yang dimaksud dengan hidrosfer,01:46.0
481,Bagaimana cara menghindari self harm?,04:22.0
388,Apa yang dimaksud dengan abrasi?,08:58.0
388,Apa arti hutan dengan reboisasi?,18:50.0
500,Apa yang kamu ketahui tentang IoT (Internet of Things)? Menurut kamu apakah perkembangan IoT akan meningkat di tahun 2022 jika melihat kondisi saat ini?,26:06.0
500,Kalo kita suka gambar ilustrasi seperti pemandangan di Ibispaint itu bisa dijual gak ya?,31:12.0
500,Bagaimana caranya mempersiapkan diri menjadi PR (Public Relation) yang dicari oleh banyak perusahaan terutama dalam menghadapi era 4.0 ?,33:19.0
500,Apakah benar semakin sering kita membaca maka semakin lancar pula kita berkomunikasi ? Terutama saat presentasi ataupun di depan audience yang ramai?,37:17.0
500,"Judul buku apa yang lagi kalian incer di tahun 2020 ini, dan apa alasannya ?",02:23.0
394,Apa keuntungan menanam hidroponik?,10:26.0
394,Berapa lama waktu tidur siang orang dewasa?,18:31.0
589,Siapakah politiku yang kamu paling tidak respek sepanjang sejarah? Mengapa?,42:45.0
481,Apa rasa sakit terkuat yang bisa dirasakan manusia?,53:51.0
481,Apakah menganut paham liberal itu bagus?,06:37.0
388,Apa yang dimaksud dengan hutan mangrove?,13:51.0
388,Apa yang dimaksud dengan sabana?,21:09.0
388,Apa yang dimaksud dengan stepa?,21:34.0
481,Fakta apa saja yang jarang diketahui tentang Indonesia?,42:16.0
329,Apa yang membuat nama Electronic Arts buruk?,09:57.0
329,Sebutkan permainan apa yang menjadi cikal bakal video game dengan basis 3D,10:42.0
329,"Sebutkan beberapa game buatan negara Indonesia. Apa basis Enginenya?, dan Nama Studio Produksinya!",12:07.0
329,Benarkah Game GTA Franchise plagiat pada game  Drivers?,13:09.0
329,Kenapa Need For Speed Payback Dianggap gagal?,14:47.0
329,"Mana yang lebih baik Sarjana namun hanya memahami Teori, atau SMA/K namun paham dengan skill?",42:12.0
329,Sebutkan hal yang menyebabkan Indonesia tidak bisa di serang virus corona.,44:12.0
329,Sebutkanalasan mengapa 5G belum masuk ke Indonesia,46:02.0
350,Lebih suka rasa asam atau rasa pahit?,46:29.0
329,Apa saja bahan pertimbangan untuk melakukan studi keluar negeri?,47:06.0
350,Kenapa para cewek gak suka wajahnya terlihat keriput,47:21.0
604,Begaimana menasehati seseorang yang memiliki karakter keras kepala?,48:06.0
350,Kendala apa saja yang biasanya di alami oleh para orangtua saat memiliki anak millenial dan super nakal?,48:50.0
350,Dampak psikis apa yang akan dialami oleh anak jiak sering di bentak dan dimarahi?,49:31.0
329,Sebutkan alasan kenapa UN penting!,49:33.0
604,Siapa tokoh yang paling banyak berperan dalam mengembangkan ilmu kimia?,58:25.0
604,Apa yang dimaksud dengan esensi dan eksistensi?,01:20.0
604,Apakah jodoh itu bisa dirubah?,06:53.0
394,Bagaimana cara merawat rambut agar hitam berkilau?,01:34.0
388,Apa yang dimaksud panca usaha tani?,52:20.0
388,Kalau bepergian lebih suka pakai sandal atau sepatu?,01:09.0
380,Apa makna kecantikan bagi kalian?,11:12.0
380,Apa hal terpenting  dalam hidup kalian beserta alasannya?,13:10.0
380,Apa manfaat dan kerugian dari bermain game ?,15:05.0
380,Apakah ada alat untuk mendeteksi pikiran manusia? Kalau ada alat apa itu? Bagaiman cara kerjanya?,16:46.0
380,Apa manfaat garam himalayan yang kalian ketahui?,17:26.0
481,Apa saja hal yang membuatmu geleng-geleng kepala?,30:45.0
481,Apa itu retorika?,43:14.0
394,Benarkah ayam berkoko saat melihat cahaya?,46:39.0
481,Apakah hidup di luar negeri jauh lebih menyenangkan dibanding di Indonesia?,55:20.0
481,Apa saja pertanyaan yang bisa membuatmu sedih?,09:19.0
394,"Bagaimana kehamilan kembar 3, 4 dst bisa terjadi?",16:05.0
394,Apa beda sayuran organik dengan non organik ?,22:39.0
481,Apakah benar ada tanaman mushrooms yang bisa membuat manusia berhalusinasi saat memakannya?,05:25.0
481,Tipe orang seperti apa yang harus kita hindari?,19:55.0
481,Sebutkan tempat wisata apa saja dan ciri khasnya yang ingin kamu kunjungi di luar kota?,45:41.0
394,Apa arti pemenang sejati bagi kalian?,02:21.0
394,"Lebih suka pergi ke peguningan, pantai apa pusat perbelanjaan?",04:11.0
394,Bagaimana cara temudah mix n matcth pakaian dengan aksesoris agar idak norak?,05:57.0
394,Mengapa jika pagi keluar embun?,59:52.0
481,Bagaimana cara memilih perusahaan yang tepat untuk dibeli sahamnya?,41:22.0
481,Mengapa ada indomaret dan alfamart yang berdekatan? Padahal kan bersaing.,50:02.0
481,Apa itu freelance?,59:31.0
329,Kenapa konsol dapat mengoprasikan permainan walau punya spesifikasi jauh lebih rendah dari PC,08:02.0
329,Transistor paling banyak ditemukan pada prosesor. Nah apa yang membuat transistor bisa muat diinput pada benda semiconductor yang kecilnya saja tak lebih dari 3cm tersebut?,09:25.0
481,Bagaimana cara membuat pizza rumahan?,10:28.0
481,Separah apa pergaulan bebas yang pernah kamu lakukan?,26:18.0
388,Apa yang dimaksud dengan urbanisasi?,38:05.0
388,Apa yang dimaksud dengan sistem mina padi?,44:19.0
350,Apakah terowongan casablanca masih angker?,15:41.0
350,Apa alasan oramg suka nonton film horror?,16:47.0
604,Apa faktor yang menyebabkan berubahnya karakter atau sifat seseorang?,17:01.0
350,Acara horror atau chanel youtube horror apa yang kalian sukai?,17:31.0
350,Kalau cari nafkah lewat artikel gosip itu masuknya halal apa haram?,18:39.0
350,Lebih suka baca artikel atau nonton youtube?,19:44.0
388,Apa yang dimaksud dengan hipotesis?,48:55.0
481,Apa itu start up?,55:44.0
388,Apa yang dimaksud dengan migrasi?,25:29.0
388,Apa yang dimaksud dengan ideologi?,27:13.0
388,Apa yang dimaksud dengan garis meridian?,31:00.0
394,"Apa beda UD, CV, PT dan firma?",31:20.0
394,Apa fungsi lembaga sosial?,32:24.0
394,Apa yang dimaksud sedimentasi?,34:13.0
394,Apa yang menyebabkan tsunami?,35:05.0
394,Apa itu makelar?,36:28.0
455,Kaporlap itu apa?,45:54.0
455,Sakit yang diderita keseringan dialami oleh remaja yaitu?,47:04.0
455,Keluarga presiden RI ke-5 disebut keluarga yang?,48:43.0
455,Wisata kuliner yang ada di Malioboro?,49:32.0
394,Apa guna kolam stabilisasi?,49:40.0
394,Adakah keuntungan Indonesia saat di jajah jepang?,56:18.0
350,Larangan jaman dulu apa yang masih kalian ingat sampai sekarang?,46:14.0
350,Urban legend apa yang ada di daerah kalian?,47:38.0
350,Tugu atau monumen apa yang paling populer di daerah kalian?,49:42.0
350,"Siapa public figur yang paling kalian sukai?
alasannya?",51:57.0
481,Bagaimana menghilangkan rasa cuek?,13:15.0
481,Apakah bersikap bodo amat itu perlu?,29:13.0
394,Apa yang menyebabkan terjadinya kesenjangan sosial di masyarakat?,10:03.0
421,Apakah kalian optimis film Indonesia akan menembus Oscar? Kira2 kisahnya akan seperti apa?,52:14.0
607,Apa yang dimaksud dengan “reasonable doubt”?,20:24.0
455,Ukuran sepatu bola Evan Dimas yaitu?,21:06.0
588,Bagaimana psikologi pendidikan itu berperan dalam lingkup kependidikan atau pengajaran bagi seorang guru?,50:19.0
588,Apa saja usaha individu untuk memperoleh perubahan?,51:09.0
588,"Menurut kalian, masalah terbesar pendidikan sekarang apa saja?",52:06.0
588,"Bagaimana pandangan aliran nativisme, empirisme, naturalisme, dan konvergensi tentang pendidikan?",53:39.0
588,"Menurut kalian, gangguan kesehatan mental seorang anak, bisa terjadi akibat faktor apa saja?",56:02.0
588,Investasi apa yang rekomendasi untuk anak muda?,58:04.0
394,Romantis itu seperti Apa?,16:12.0
394,Menurutmu cinta srjati itu seperti apa?,22:20.0
607,Apa yang dimaksud dengan ekosistem?,32:37.0
394,Selain pijat apa yang kamu lakukan saat capek?,05:17.0
421,Bagaimana tangganmu terhadap pernyataan WHO dan Harvard bahwa Indonesia kemungkinan sudah dimasuki virus Corona?,01:52.0
350,"Jika diberi kesempata untuk menguasai bahasa asing
bahasa apa yang ingin kalian kuasai?
Alasannya?",05:57.0
329,Apa kesalahan terbesar adoft Hitler?,09:29.0
329,Apa kesalahan terbesar Mikhail Gorbachev,10:42.0
329,Apa yang membuat Jhon F. Kennedy menjadi presiden paling Ambisis dari semua presiden US?,11:50.0
329,Siapa pengganti Presiden Sukarno saat masa Republik Indonesia Serikat? Kenapa harus diganti?,12:44.0
329,Sebutkan Fungsi Komputer Pertama! (bukan Eniac atau March 1),15:09.0
388,Apa yang perbedaan erosi dan abrasi?,16:23.0
388,Apa yang dimaksud solidaritas mekanik?,40:43.0
481,Bagaimana cara menghilangkan rasa bersalah?,43:19.0
481,Apakah penyakit kanker stadium 3 bisa disembuhkan?,59:30.0
421,"Jujur, kamu lebih penasaran sama kasus narkoba atau teka-teki gender Lucinta Luna?",04:26.0
394,Apa itu solidaritas?,05:29.0
350,Apa yang kalian rindukan dari sebuah desa?,14:41.0
350,"Apakah kalian masuk golongan pro atau golongan kontra kalau eks isis balik ke indonesia?
berikan alasannya?",16:25.0
350,Apa yang terlintas di pikiran kalian ketika mendengar kata Nazwa shihab?,17:24.0
388,Apa yang dimaksud diferensiasi sosial?,05:32.0
388,Apa yang dimaksud stratifikasi sosial?,12:25.0
388,Apa yang dimaksud dengan inovasi?,18:49.0
388,Apa yang dimaksud dengan discovery?,25:43.0
388,Apa yang dimaksud penelitan eksploratif?,31:06.0
388,Apa yang dimaksud dengan populasi?,32:14.0
388,Apa yang dimaksud dengan hutan taiga?,33:01.0
388,Apa yang dimaksud dengan norma?,33:59.0
388,Apa perbedaan revolusi dengan evolusi?,42:01.0
481,Bagaimana cara kalian mengatasi susah tidur?,48:55.0
604,Mengapa salah satu organ bagian tubuh pada kunang2 dapat mengeluarkan cahaya?,50:05.0
388,Organisasi pergerakan nasional yang pertama adalah?,52:09.0
481,Apakah kalian percaya penjelajah waktu itu ada?,56:02.0
481,Kejutan apa yang sangat berkesan dan sulit dilupakan untuk merayakan ulang tahun teman?,04:01.0
604,Apa hal yang menyebabkan mudah lupa?,25:43.0
610,Apa itu literasi informasi,56:05.0
394,Apa yang kalian ketahui tentang omnibus law?,10:07.0
394,Adakah manfaat bangun awal pagi dalam kesehatan?,28:20.0
394,Apakah nasi cocok untuk sarapan pagi?,33:20.0
610,"Bagaimana penyebaran virus HIV/AIDS?
Bagaimana Cara mencegahnya?",19:00.0
394,Apa beda pokcoy dan sawi?terutama dalam aplikasinya,29:35.0
610,Sebutkan peraturan baru untuk permainan seoak bola dari federasi FIFA,12:25.0
481,Apa kamu pernah melihat orang dipecat saat hari pertama bekerja?,20:35.0
481,Pilih cool atau imut?,38:46.0
380,Apa positive vibes yang kalian miliki?,48:00.0
380,Bagaimana al-Qur'an menjelaskan hikmah serta cara-cara berusaha yang baik seperti dalam beberapa ayat di dalamnya?,49:33.0
380,"Bagaimana cara kalian menerapkan ini 'Live simply, give love, and make history' dalam kehidupan kalian?",50:25.0
380,Bagaimana perumpamaan-perumpamaan dalam Al-Qur'an yang penuh dengan hikmah?,51:16.0
380,Bagaimana al-Qur'an menjelaskan terkait usaha pelayaran dalam ayat-ayatnya?,51:47.0
380,Apakah dalam al-Qur'an menyinggung terkait sipil?,52:53.0
529,Bagaimana cara mengendalikan mood?,53:10.0
481,Apakah mengadakan tahlilan itu ada dalilnya?,59:08.0
380,"Bagaimana relasi antara ilmu, akal dan hati menurut kalian ?",07:08.0
380,Bagaimana hubungan pergeseran waktu dan peredaran benda langit?,08:23.0
380,Bagaimana kalian menjelaskan mengenal Allah adalah fitrah insani?,10:09.0
380,Bagaimana kalian mengenal Allah melalui alam semesta ciptaan Nya?,13:03.0
394,Selain belajar apa yang membuat kalian yakin akan lolos ujian?,13:24.0
610,Apa itu manajemen record dan arsip?,34:05.0
610,Apa tips untuk tidak grogi ketika presentasi?,37:04.0
380,Bagaimana penjelasan ilmiah terkait pikiran yang positif pasti akan menular?,50:32.0
380,"Bagaimana kalian dalam menjalani hidup agar tetap pada on track, bukan on stres?",59:34.0
388,Apa yang dimaksud dengan cuaca?,12:21.0
388,Apa yang dimaksud dengan iklim?,15:07.0
388,Apa yang dimaksud mitigasi bencan?,16:46.0
388,Apa yang dimaksud hutan musim?,22:40.0
388,Apa yang dimaksud dengan terasering?,25:00.0
388,Apa yang dimaksud dengan kearifan lokal?,46:56.0
388,Apa yang dimaksud kelompok primer?,50:02.0
610,Bagaimana pendapat anda mengenai sunda empire?,02:23.0
610,Bagaimana cara membuat software yang berbasis web namun offline?,03:54.0
610,Bagaimana memulai berbisnis bagi mahasiswa?,56:09.0
610,Dimanakah gunung bromo berada?,03:14.0
481,Apa yang kalian lakukan jika kalian menyukai seorang LGBT?,03:55.0
610,Bagaimana menimimarisir dari berita bohong/Hoax?,07:21.0
481,Lebih memilih menggunakan ovo atau gopay?,13:15.0
481,Bagaimana cara mempertahankan kepercayaan orang lain pada kita?,28:08.0
481,Apa saja situs survey yang bisa menghasilkan uang?,46:40.0
376,Apa yang bikin kalian semangat menjalankan hidup?,07:38.0
376,Kalian tim mana? Suka beli yang branded atau yang biasa aja?,08:54.0
481,Apa saja risiko bermain ponsel sebelum tidur?,10:20.0
588,Apa saja langkah sosialisasi kepada anak-anak sekolah untuk mengikuti sebuah lomba?,37:45.0
481,Bagaimana cara meningkatkan kemampuan berpikir kritis?,47:17.0
329,Apa alasan NASA membuat program IXS Interprise,51:18.0
329,Kenapa penerbangan pesawat dengan model sayap delta di Hentikan secara massal?,52:37.0
329,Apa yang menjadi alasan Indonesia tidak masuk dalam kategori negara Wisata?,53:22.0
481,Apakah ada peristiwa lucu saat melihat temanmu menjadi bucin?,05:32.0
481,Apa kepanjangan dari UFO?,25:47.0
481,Apa komentar yang pernah teman kalian lontarkan mengenai penampilan kalian?,41:49.0
609,Mengapa Sinar UV Dapat Menyebabkan Kanker Kulit?,13:29.0
609,Mengapa Banjir Dapat Menyebabkan Kulit Gatal Gatal?,14:17.0
609,Kemanakah Kucing Pergi Saat Banjir?,15:00.0
609,berapa penghasilan microsoft / detik,27:37.0
609,berapakah penghasilan facebook / detik?,28:06.0
609,ada berapakah model hp samsung ?,29:29.0
609,apa reaksi kalian saat mendapatkan giveaway berupa iphone 11?,40:41.0
609,kenapa gas klorin dapat merusak ozon?,41:24.0
609,apa yang terjadi jika tidak ada hp di dunia ini?,42:13.0
609,apa yang terjadi jika tidak ada alat transportasi selamanya?,43:07.0
607,Coba ceritain pengalaman kalian ditembak sampai pacaran gimana?,02:20.0
388,Apa yang dimaksud dengan biosfer?,54:40.0
388,Apa yang dimaksud dengan simbiosis mutualisme?,05:52.0
607,Penyakit stroke cabang ilmu kedokteran apa ya? Harus ke spesialis apa?,20:05.0
481,Apa itu pulau atlantis?,24:54.0
609,mengapa hp kalo di cas pake power bank mudah rusak?,41:18.0
609,mengapa 7eleven bangkrut di indo?,42:44.0
607,Tips diet yang ampuh?,58:40.0
609,apa aja tempat hiburan di surabaya,29:30.0
388,Apa yang dimaksud dengan IPTEK?,35:25.0
388,Apa makanan tradisional yang menjadi favorit kalian?,45:15.0
388,Apa permainan tradisional yang masih ada didaerahmu?,52:56.0
394,Masih ingatkah kalian jembatan apa yang menghubungkan pulau jawa dan madura?,26:48.0
394,Mengapa ada peraturan truk hanya boleh melintasi jalanan kota di jam jam tertentu?,28:18.0
481,Apakah Dana bisa digunakan untuk pembelian di alfamart atau indomaret?,34:07.0
610,"Apa sih valentine day?
Bagaimana sejarah valentine day",43:04.0
603,Apakah kamu sering menggunakan aplikasi penyedia jasa transportasi online seperti Gojek atau Grab?,14:14.0
603,Apakah melakukan servis kendaraan secara rutin perlu dilakukan?,15:12.0
603,Apakah foto yang bagus hanya bisa dihasilkan jika menggunakan kamera mahal?,19:39.0
529,Apakah uang digital mempengaruhi keberadaan uang kertas dan koin?,47:03.0
529,Bagaimana tanggapan kalian mengenai WNI eks isis?,07:58.0
529,Bagaimana cara membimbing anak yang bandel supaya penurut?,09:04.0
481,Bagaimana cara meningkatkan kekebalan tubuh?,08:35.0
380,Apa saja bukti keotentikan Qur'an yang kalian ketahui?,02:08.0
380,Bagaimana al-Qur'an menjelaskan tentang pendidikan akhlak atau moral?,08:34.0
380,Bagaimana kalian menciptakan pikiran yang positif dalam keseharian kalian?,09:37.0
380,Apa alasan kamu menyukai buah apel merah?,10:18.0
380,Apa saja yang menyediakan fitur pembuatan presentasi gratis kecuali power point?,13:42.0
380,Apakah hermeneutika dapat dijadikan metode dalam menafsirkan Qur'an?,14:43.0
380,Apa judul-judul web series yang dapat memberikan inspirasi dalam berbahasa?,18:53.0
380,Bagaimana arsitektur bangunan hagia sophia?,20:13.0
380,"Apa kaian punya mimpi dan harapan? Kalau punya, apakah kalian menuliskannya?",21:31.0
529,Bagaimana pemerintah menyikapi WNI eks isis?,54:58.0
388,Apa yang dimaksud dengan letak astronomis?,25:55.0
388,Apa yang dimaksud dengan letak geografis?,26:20.0
388,Apa yang dimaksud dengan litosfer?,30:10.0
455,Strategi apa saja yang harus dilakukan ketika ingin berbisnis?,35:03.0
455,Pembuat aplikasi Smadav?,51:54.0
455,Pembuat aplikasi Firefox?bernama?,52:54.0
455,Pembuat aplikasi YouTube bernama?pada tahun?,53:37.0
455,Pembuat aplikasi google bernama ? Pada tahun?,54:13.0
394,Jelaskan pengertian Gelombang?,06:35.0
394,Jelaskan pengertian Gelombang?,06:35.0
394,Jelaskan pengertian Gelombang?,06:35.0
388,Apa yang dimaksud dengan gempa vulkanik?,15:38.0
481,Mengapa ada orang yang membenci kita?,25:35.0
481,Bagaimana cara membedakan orang yang benar-benar pintar dan pura-pura pintar?,42:38.0
481,Aplikasi apa yang pernah memberikanmu penghasilan yang cukup banyak?,59:35.0
481,Bagaimana cara meningkatkan rasa percaya diri?,51:51.0
388,Apa yang dimaksud dengan heuristik dalam penelitian sejarah?,52:23.0
481,Apakah sarapan di atas jam 9 bisa menimbulkan penyakit? Penyakit apa saja?,59:34.0
394,Apa arti seorang kakak menurut kalian?,00:39.0
394,Mengapa mata terkadang mengalami kedutan?,06:37.0
481,Apa tips untuk membuat tubuh menjadi tinggi,17:30.0
481,Apakah ada perbuatan baik yang kamu lakukan namun kamu menyesalinya?,05:37.0
481,"Apa ciri-ciri penjual palsu di Shopee, tokopedia dsb?",18:25.0
388,Apa perbedaan buah nangka dan cempedak?,22:16.0
388,Lebih suka tapai ketan atau tapai singkong?,55:10.0
481,Bagi tips dong buat yang pernah debat bahasa Inggris,11:16.0
481,Bagaimana cara menghadapi orang yang melakukan body shaming kepada kita?,19:46.0
481,Bagaimana cara menulis CV yang baik dan menarik?,58:49.0
481,Mengapa Socrates membenci demokrasi?,37:32.0
388,Apa yang dimaksud dengan koalisi?,43:13.0
388,Apa yang dimaksud dengan joint venture?,43:45.0
388,Apa yang dimaksud pengendalian sosial bersifat preventif?,44:56.0
388,Apa yang dimaksud dengan mobilitas sosial?,45:46.0
388,Buah apa yang cocok dibuat rujak?,46:49.0
388,Kenapa buah durian disebut  raja buah?,48:15.0
380,Mengapa semakin pagi bangun seseorang dikaitkan dengan semakin cerdasnya pula seseorang itu?,30:31.0
380,Apa unsur-unsur yang dikandung oleh angin pagi?,31:07.0
380,Apa hubungan keinginan atau impian yang dituliskan dengan kenyataan di masa depan?,32:14.0
394,Menurut kalian perlukan membuat pesta ilang tahun untuk anak balita?,47:59.0
394,Mengapa bunga mawar malambangkan cinta kasih?,29:38.0
394,Adakah manfaat menangis?,50:09.0
394,Mengapa curah hujan disebagian daerah sangat sedikit?,11:36.0
481,Apa saja teknik belajar yang efektif?,38:50.0
481,Apakah kamu punya aplikasi online lain untuk menghasilkan uang selain di aplikasi philoit?,21:06.0
481,Apa yang akan Anda lakukan saat mendapati beberapa orang sedang membicarakan tentang Anda,35:59.0
490,Apa makna hari valentine dalam islam?,54:12.0
481,Bagaimana cara berpikir kritis?,04:44.0
329,Apa hiburan favorit kamu?,12:31.0
329,"Dimana letak 2 supervolcano lainnya?
(selain Yellowstone dan Toba)",13:28.0
329,Kamu suka traveling dengan cara apa?,15:17.0
329,Adakah negara di Afrika yang ingin kamu kunjungi?,16:18.0
329,"Jika negara membutuhkan tenaga untuk bantuan medikal, apakah kau mau di berangkatkan ke China?",17:18.0
329,Negara dengan Jumlah Nuklir Aktif dan siap Hulu ledak adalah?,18:34.0
329,"Ganja, Masuk kategori narkotika, nah pernah kamu mendengar bahwa ada rumah makan yang menggunakannya untuk menambah cita rasa?",20:01.0
481,Mengapa tubuh bisa cepat lelah?,36:18.0
388,Apa yang dimaksud dengan sosialisasi?,12:55.0
388,Lebih suka kopi pahit atau kopi manis?,13:26.0
388,Apa yang dimaksud kelompok patembayan?,14:58.0
388,Apa yang dimaksud penelitian historis?,17:19.0
380,Apa yang kalian ketahui tentang zaman physiokrasi?,27:32.0
380,Apa yang kalian ketahui tentang revolusi prancis?,28:20.0
380,Apa yang kalian ketahui tentang zaman merkantilisme?,28:48.0
380,Bagaimana monopoli dapat menyebabkan inflasi?,29:13.0
380,"Apa kaitan antara ontologi, epistemologi, dan aksiologi dalam ilmu ekonomi?",30:03.0
380,Siapa pencetus kapitalis pertama dan bagaimana pemikirannya?,30:44.0
380,Apa yang dimaksud dengan marchaimisme?,31:10.0
380,Apa perbedaan dari sosialis utopis dan sosialis ilmu?,31:48.0
380,Siapakah yang disebut bapak ekonomi klasik dan mengapa disebut demikian?,32:49.0
380,Apa yang kalian ketahui tentang principles of political economy & taxation?,34:46.0
380,"Apa yang kalian ketahui tentang value, welfare, dan utility dalam ilmu ekonomi?",36:08.0
394,Memilih air mineral kemasan atau air rebusan sendiri?,37:48.0
380,Apa hubungan dermathology multiple intelligence dengan kesuksesan seseorang?,49:20.0
394,Apa yang fimaksud khulafaur rasyidin?,49:48.0
481,Bagaimana strategi marketing yang baik?,35:40.0
394,Ketakutan terbesar dalam hidupmu?,45:18.0
481,Mengapa Indonesia tidak maju-maju,58:51.0
394,Bagaimana cara memilih ikan yang segar?,09:16.0
481,Apa saja ciri orang yang punya mental miskin?,14:24.0
592,Apakah benar angin malam tidak baik untuk kesehatan? Kenapa?,57:51.0
481,Lagu apa saja yang bisa membangkitkan semangat?,00:11.0
592,Makanan apa yang tepat dikonsumsi untuk orang yang mempunyai tekanan darah tinggi?,12:41.0
592,Pilih mana android atau iphone? Kenapa?,16:08.0
394,Apa definisi dari halal?,35:42.0
481,Apa itu PPH 29?,49:49.0
481,Apa itu hard skill dan soft skill?,41:46.0
481,Apa yang kamu lakukan jika ada orang yang ketahuan berbohong kepadamu?,33:23.0
394,"Berbahayakah makan buah/tanaman yang diproses melalui rekayasa genetika, hibridoma dan sejenisnya?",04:29.0
481,Bagaimana cara menjaga perasaan orang lain?,43:13.0
481,Soft skill apa yang paling harus dimiliki?,47:38.0
388,Apa yang dimaksud dengan norma hukum?,53:22.0
394,Bagaimana cara mengetahui bakat anak?,04:43.0
388,Apa yang dimaksud ascribed status?,23:06.0
388,Kenapa nasi kalau beli rasanya lebih enak dibandingkan yang dimasak sendiri?,24:15.0
481,Bagaimana tata cara membayar pajak di kantor pajak?,35:13.0
394,Apa makanan kesukaan kalian? Mengapa kalian menyuakainya?,46:20.0
388,Apa yang dimaksud dengan estetika?,26:02.0
481,Bagaimana cara kamu menghadapi orang yang sombong dan pamer?,34:04.0
329,"Bagaimana cara menambah berat badan sembari, melakukan kegiatan pengembangan otot.",47:07.0
329,"Mana yang kamu pilih, menjadi ASN, atau Wiraswatawan? Apa alasannya?",48:07.0
329,Sebutkan Negara yang berada lebih rendah dari permukaan laut. (selain Belanda),49:02.0
329,"Bagaimana perakitan prosesor di lakukan, mengapa bisa ada Jutaan Mosfet atau Transistor di Chip yang ukurannya tak lebih panjang dari jari kelingkin itu?",50:34.0
